Product Name,Price,Discount,Battery,Display,Ratings,Reviews,Camera,Actual Price,Processor,RAM,ROM,brand,type
"realme 13 Pro 5G (Emerald Green, 256 GB)",23999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",22999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,35999.0,Snapdragon 7s Gen 2 Processor,8.0,256.0,realme,Android
"realme Narzo N63 4G (Twilight Purple, 64 GB)",8990.0,10.0,5000 mAh Battery,17.12 cm (6.74 inch) Display,2852.0,84.0,50MP Rear Camera,9999.0,Domestic Warranty  1 year for handset and 6 months for accessories.,4.0,64.0,realme,Android
"realme NARZO N65 5G (DEEP GREEN, 128 GB)",10895.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme NARZO N65 5G (AMBER GOLD, 128 GB)",10747.0,23.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme C65 5G (Speedy Red, 128 GB)",12999.0,23.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,1003.0,50.0,50MP Rear Camera | 8MP Front Camera,16999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme Narzo N65 5G (Amber Gold, 128 GB)",10399.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Display,803.0,36.0,50MP Rear Camera,13999.0,1 Year,4.0,128.0,realme,Android
"realme 13 Pro+ 5G (Emerald Green, 256 GB)",25999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,10119.0,1041.0,50MP + 8MP + 50MP | 32MP Front Camera,36999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro+ 5G (Monet Gold, 256 GB)",25999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,10119.0,1041.0,50MP + 8MP + 50MP | 32MP Front Camera,36999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme NARZO 70X 5G (ICE BLUE, 128 GB)",12920.0,28.0,5000 mAh Battery,17.07 cm (6.72 inch) Display,4681.0,199.0,50MP Rear Camera | 8MP Front Camera,17999.0,Dimensity 6100+ 5G Chipset Processor,6.0,128.0,realme,Android
"realme P1 5G (Peacock Green, 128 GB)",15490.0,29.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme P1 5G (Phoenix Red, 128 GB)",15490.0,29.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,45885.0,2564.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme 13 Pro 5G (Emerald Green, 512 GB)",26999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme GT 6T 5G (Razor Green, 256 GB)",29490.0,22.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,818.0,80.0,50MP Rear Camera,37999.0,1 Year,12.0,256.0,realme,Android
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",22999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,35999.0,Snapdragon 7s Gen 2 Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 256 GB)",23999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",25999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,10119.0,1041.0,50MP + 8MP + 50MP | 32MP Front Camera,36999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 5G (Speed Green, 256 GB)",19999.0,13.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,796.0,41.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 6300 Processor,8.0,256.0,realme,Android
"realme GT 6T 5G (Fluid Silver, 256 GB)",29969.0,21.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,818.0,80.0,50MP Rear Camera,37999.0,1 Year,12.0,256.0,realme,Android
"realme 13 Pro+ 5G (Monet Purple, 512 GB)",28999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6365.0,618.0,50MP + 8MP + 50MP | 32MP Front Camera,40999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme C63 5G (Forest Green, 128 GB)",10868.0,22.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,14676.0,432.0,32MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme C63 5G (Starry Gold, 128 GB)",11395.0,18.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,14676.0,432.0,32MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme Narzo N63 4G (Leather Blue, 128 GB)",8493.0,22.0,5000 mAh Battery,17.13 cm (6.745 inch) Display,2852.0,84.0,50MP Rear Camera,10999.0,Domestic Warranty  1 year for handset and 6 months for accessories.,4.0,128.0,realme,Android
"realme 13 5G (Speed Green, 128 GB)",17999.0,18.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,796.0,41.0,50MP + 2MP | 16MP Front Camera,21999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme P2 Pro 5G (Parrot Green, 512 GB)",22450.0,27.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,30999.0,7s Gen2 Processor,12.0,512.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 512 GB)",24390.0,30.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme P2 Pro 5G (Eagle Grey, 512 GB)",23890.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,30999.0,7s Gen2 Processor,12.0,512.0,realme,Android
"realme P2 Pro 5G (Eagle Grey, 256 GB)",21890.0,21.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,27999.0,7s Gen2 Processor,12.0,256.0,realme,Android
"realme P1 Speed 5G (Brushed Blue, 128 GB)",17999.0,14.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1864.0,215.0,50MP + 2MP | 16MP Front Camera,20999.0,Dimensity 7300 Energy Processor,8.0,128.0,realme,Android
"realme 12x 5G (Coral Red, 128 GB)",12499.0,30.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,102019.0,4815.0,50MP + 2MP | 8MP Front Camera,17999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme 8i (Space Purple, 128 GB)",13499.0,25.0,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,70914.0,4840.0,50MP + 2MP + 2MP | 16MP Front Camera,17999.0,MediaTek Helio G96 Processor,6.0,128.0,realme,Android
"realme 8i (Space Purple, 64 GB)",11499.0,28.0,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,175932.0,10844.0,50MP + 2MP + 2MP | 16MP Front Camera,15999.0,MediaTek Helio G96 Processor,4.0,64.0,realme,Android
"realme 8i (Space Black, 128 GB)",13499.0,25.0,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,70914.0,4840.0,50MP + 2MP + 2MP | 16MP Front Camera,17999.0,MediaTek Helio G96 Processor,6.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 512 GB)",26999.0,22.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme 13+ 5G (Speed Green, 256 GB)",26999.0,10.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,229.0,25.0,50MP + 2MP | 16MP Front Camera,29999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme 13+ 5G (Victory Gold, 256 GB)",26999.0,10.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,229.0,25.0,50MP + 2MP | 16MP Front Camera,29999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme C65 5G (Feather Green, 128 GB)",11168.0,30.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,11973.0,499.0,50MP Rear Camera | 8MP Front Camera,15999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme 12 5G (Twilight Purple, 128 GB)",17999.0,14.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,2426.0,125.0,108MP + 2MP | 8MP Front Camera,20999.0,Dimensity 6100+ Processor,8.0,128.0,realme,Android
"realme 12 5G (Woodland Green, 128 GB)",16999.0,15.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,7935.0,513.0,108MP + 2MP | 8MP Front Camera,19999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme 12 Pro 5G (Submarine Blue, 128 GB)",19999.0,33.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,32861.0,2853.0,50MP + 8MP + 32MP | 16MP Front Camera,29999.0,Snapdragon 6 Gen 1 Processor,8.0,128.0,realme,Android
"realme P1 Speed 5G (Textured Titanium, 256 GB)",21999.0,11.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1864.0,215.0,50MP + 2MP | 16MP Front Camera,25999.0,Dimensity 7300 Energy Processor,8.0,256.0,realme,Android
"realme P1 Speed 5G (Brushed Blue, 256 GB)",21999.0,8.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,1864.0,215.0,50MP + 2MP | 16MP Front Camera,22999.0,Dimensity 7300 Energy Processor,8.0,256.0,realme,Android
"realme 13+ 5G (Dark Purple, 128 GB)",22999.0,34.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,2374.0,200.0,50MP + 2MP | 16MP Front Camera,25999.0,Dimensity 7300 Energy Processor,8.0,128.0,realme,Android
"realme P1 Speed 5G (Brushed Blue, 256 GB)",20999.0,36.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,425.0,41.0,50MP + 2MP | 16MP Front Camera,24999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 256 GB)",16999.0,28.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,15999.0,6 Gen 1 Processor,8.0,256.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 128 GB)",15999.0,12.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,23999.0,6 Gen 1 Processor,8.0,128.0,realme,Android
"realme 8i (Space Black, 64 GB)",11499.0,12.0,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,175932.0,10844.0,50MP + 2MP + 2MP | 16MP Front Camera,23999.0,MediaTek Helio G96 Processor,4.0,64.0,realme,Android
"realme 12+ 5G (Pioneer Green, 128 GB)",20999.0,32.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,19549.0,1774.0,50MP + 8MP + 2MP | 16MP Front Camera,16999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme 12+ 5G (Navigator Beige, 128 GB)",20999.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,19549.0,1774.0,50MP + 8MP + 2MP | 16MP Front Camera,27999.0,Dimensity 7050 Processor,8.0,128.0,realme,Android
"realme NARZO 70X 5G (ICE BLUE, 128 GB)",11490.0,33.0,5000 mAh Battery,17.07 cm (6.72 inch) Display,1174.0,64.0,50MP Rear Camera | 8MP Front Camera,26999.0,Dimensity 6100+ 5G Chipset Processor,4.0,128.0,realme,Android
"realme P2 Pro 5G (Parrot Green, 256 GB)",20990.0,34.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,7398.0,617.0,50MP + 8MP | 32MP Front Camera,25999.0,7s Gen2 Processor,12.0,256.0,realme,Android
"realme P1 Pro 5G (Parrot Blue, 256 GB)",17999.0,36.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6430.0,408.0,50MP + 8MP | 16MP Front Camera,24999.0,6 Gen 1 Processor,12.0,256.0,realme,Android
"realme P1 Pro 5G (Phoenix Red, 256 GB)",16999.0,32.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,33999.0,6 Gen 1 Processor,8.0,256.0,realme,Android
"realme P1 Pro 5G (Phoenix Red, 128 GB)",15999.0,18.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,29477.0,1940.0,50MP + 8MP | 16MP Front Camera,21999.0,6 Gen 1 Processor,8.0,128.0,realme,Android
"realme 12 Pro 5G (Navigator Beige, 256 GB)",22999.0,34.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,12513.0,811.0,50MP + 8MP + 32MP | 16MP Front Camera,31999.0,Snapdragon 6 Gen 1 Processor,12.0,256.0,realme,Android
"realme 13 5G (Dark Purple, 128 GB)",17999.0,29.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,796.0,41.0,50MP + 2MP | 16MP Front Camera,16999.0,Dimensity 6300 Processor,8.0,128.0,realme,Android
"realme 12 Pro 5G (Navigator Beige, 256 GB)",20999.0,21.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,32861.0,2853.0,50MP + 8MP + 32MP | 16MP Front Camera,18999.0,Snapdragon 6 Gen 1 Processor,8.0,256.0,realme,Android
"realme 12x 5G (Coral Red, 128 GB)",11999.0,8.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,14221.0,908.0,50MP + 2MP | 8MP Front Camera,22999.0,Dimensity 6100+ Processor,4.0,128.0,realme,Android
"realme 12x 5G (Woodland Green, 128 GB)",14999.0,14.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,49675.0,1820.0,50MP + 2MP | 8MP Front Camera,20999.0,Dimensity 6100+ Processor,8.0,128.0,realme,Android
"realme C67 5G (Sunny Oasis, 128 GB)",14999.0,16.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,1366.0,106.0,50MP + 2MP | 8MP Front Camera,17999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme 12 Pro 5G (Navigator Beige, 128 GB)",19999.0,33.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,32861.0,2853.0,50MP + 8MP + 32MP | 16MP Front Camera,29999.0,Snapdragon 6 Gen 1 Processor,8.0,128.0,realme,Android
"realme 12+ 5G (Pioneer Green, 256 GB)",21999.0,15.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,19549.0,1774.0,50MP + 8MP + 2MP | 16MP Front Camera,25999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme C53 (Champion Black, 128 GB)",11999.0,14.0,5000 mAh Battery,17.12 cm (6.74 inch) HD Display,134463.0,5950.0,108MP + 2MP | 8MP Front Camera,13999.0,T612 Processor,6.0,128.0,realme,Android
"realme 12 5G (Twilight Purple, 128 GB)",16999.0,15.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,7935.0,513.0,108MP + 2MP | 8MP Front Camera,19999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme C51 (Mint Green, 128 GB)",9499.0,20.0,5000 mAh Battery,17.12 cm (6.74 inch) HD Display,92232.0,3761.0,50MP + 0.08MP | 5MP Front Camera,11999.0,T612 Processor,4.0,128.0,realme,Android
"realme C51 (Carbon Black, 64 GB)",8999.0,18.0,5000 mAh Battery,17.12 cm (6.74 inch) HD Display,92232.0,3761.0,50MP + 0.08MP | 5MP Front Camera,10999.0,T612 Processor,4.0,64.0,realme,Android
"realme C51 (Mint Green, 64 GB)",8999.0,18.0,5000 mAh Battery,17.12 cm (6.74 inch) HD Display,92232.0,3761.0,50MP + 0.08MP | 5MP Front Camera,10999.0,T612 Processor,4.0,64.0,realme,Android
"realme C25_Y (Metal Grey, 128 GB)",9999.0,28.0,5000 mAh LiPo Battery,16.51 cm (6.5 inch) HD+ Display,47953.0,2222.0,50MP + 2MP + 2MP | 8MP Front Camera,13999.0,Unisoc T618 Processor,4.0,128.0,realme,Android
"realme GT 2 Pro (Paper White, 256 GB)",29999.0,55.0,5000 mAh Lithium Ion Battery,17.02 cm (6.7 inch) Quad HD Display,2178.0,318.0,50MP + 50MP + 2MP | 32MP Front Camera,66999.0,Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor,12.0,256.0,realme,Android
"realme 12 Pro 5G (Submarine Blue, 256 GB)",20999.0,34.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,32861.0,2853.0,50MP + 8MP + 32MP | 16MP Front Camera,31999.0,Snapdragon 6 Gen 1 Processor,8.0,256.0,realme,Android
"realme GT 7 Pro (Galaxy Grey, 512 GB)",59999.0,20.0,5800 mAh Battery,17.22 cm (6.78 inch) Display,4.0,0.0,50MP Rear Camera,74999.0,1 Year,16.0,512.0,realme,Android
"realme GT 7 Pro (Mars Orange, 512 GB)",59999.0,20.0,5800 mAh Battery,17.22 cm (6.78 inch) Display,4.0,0.0,50MP Rear Camera,74999.0,1 Year,16.0,512.0,realme,Android
"realme 12+ 5G (Navigator Beige, 256 GB)",21999.0,15.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,19549.0,1774.0,50MP + 8MP + 2MP | 16MP Front Camera,25999.0,Dimensity 7050 Processor,8.0,256.0,realme,Android
"realme GT 2 Pro (Paper White, 128 GB)",21999.0,62.0,5000 mAh Lithium Ion Battery,17.02 cm (6.7 inch) Quad HD Display,5539.0,763.0,50MP + 50MP + 2MP | 32MP Front Camera,57999.0,Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor,8.0,128.0,realme,Android
"realme C25Y (Metal Grey, 64 GB)",8999.0,30.0,5000 mAh Battery,16.51 cm (6.5 inch) HD+ Display,139931.0,5839.0,50MP + 2MP + 2MP | 8MP Front Camera,12999.0,Unisoc T610 Octa Core Processor,4.0,64.0,realme,Android
"realme C25_Y (Metal Grey, 64 GB)",8999.0,30.0,5000 mAh LiPo Battery,16.51 cm (6.5 inch) HD+ Display,47953.0,2222.0,50MP + 2MP + 2MP | 8MP Front Camera,12999.0,Unisoc T618 Processor,4.0,64.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 512 GB)",24999.0,28.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme 10 (Rush Black, 128 GB)",12999.0,35.0,5000 mAh Battery,16.26 cm (6.4 inch) Full HD+ Display,12836.0,866.0,50MP + 2MP | 16MP Front Camera,19999.0,Mediatek Helio G99 Octa Core Processor,8.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 256 GB)",21890.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Emerald Green, 256 GB)",21899.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 256 GB)",21899.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 10 (Clash White, 64 GB)",9999.0,37.0,5000 mAh Battery,16.26 cm (6.4 inch) Full HD+ Display,27420.0,2227.0,50MP + 2MP | 16MP Front Camera,15999.0,Mediatek Helio G99 Octa Core Processor,4.0,64.0,realme,Android
"realme C25_Y (Metal Grey, 64 GB)",8999.0,30.0,5000 mAh LiPo Battery,16.51 cm (6.5 inch) HD+ Display,47953.0,2222.0,50MP + 2MP + 2MP | 8MP Front Camera,12999.0,Unisoc T618 Processor,4.0,64.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 512 GB)",24999.0,28.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen2 Processor,12.0,512.0,realme,Android
"realme 10 (Rush Black, 128 GB)",12999.0,35.0,5000 mAh Battery,16.26 cm (6.4 inch) Full HD+ Display,12836.0,866.0,50MP + 2MP | 16MP Front Camera,19999.0,Mediatek Helio G99 Octa Core Processor,8.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Purple, 256 GB)",21890.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Emerald Green, 256 GB)",21899.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 256 GB)",21899.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,5997.0,433.0,50MP + 8MP + 2MP | 32MP Front Camera,30999.0,Snapdragon 7s Gen2 Processor,8.0,256.0,realme,Android
"realme 10 (Clash White, 64 GB)",9999.0,37.0,5000 mAh Battery,16.26 cm (6.4 inch) Full HD+ Display,27420.0,2227.0,50MP + 2MP | 16MP Front Camera,15999.0,Mediatek Helio G99 Octa Core Processor,4.0,64.0,realme,Android
"realme GT 6T 5G (Razor Green, 512 GB)",32893.0,22.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,818.0,80.0,50MP Rear Camera,42190.0,1 Year,12.0,512.0,realme,Android
"realme C65 5G (Speedy Red, 64 GB)",11499.0,17.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4953.0,220.0,50MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,4.0,64.0,realme,Android
"realme C65 5G (Glowing Black, 64 GB)",10499.0,25.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4953.0,220.0,50MP Rear Camera | 8MP Front Camera,13999.0,Dimensity 6300 Processor,4.0,64.0,realme,Android
"realme 12 Pro+ 5G (Navigator Beige, 128 GB)",21999.0,37.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen 2 Processor,8.0,128.0,realme,Android
"realme 12 Pro+ 5G (Explorer Red, 128 GB)",21999.0,37.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,26058.0,3056.0,50MP + 8MP + 64MP | 32MP Front Camera,34999.0,Snapdragon 7s Gen 2 Processor,8.0,128.0,realme,Android
"realme GT 6T 5G (Razor Green, 128 GB)",30999.0,8.0,5500 mAh Battery,17.22 cm (6.78 inch) Display,2225.0,168.0,50MP Rear Camera,33999.0,1 Year,8.0,128.0,realme,Android
"realme 13 Pro 5G (Monet Gold, 256 GB)",32999.0,29.0,5200 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,652.0,52.0,50MP + 8MP + 2MP | 32MP Front Camera,15999.0,Snapdragon 7s Gen2 Processor,12.0,256.0,realme,Android
"realme C65 5G (Glowing Black, 128 GB)",11344.0,30.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,11973.0,499.0,50MP Rear Camera | 8MP Front Camera,14999.0,Dimensity 6300 Processor,6.0,128.0,realme,Android
"realme C65 5G (Glowing Black, 128 GB)",10483.0,10.0,5000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4953.0,220.0,50MP Rear Camera | 8MP Front Camera,29999.0,Dimensity 6300 Processor,4.0,128.0,realme,Android
"realme 13+ 5G (Dark Purple, 256 GB)",26999.0,32.0,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,229.0,25.0,50MP + 2MP | 16MP Front Camera,33999.0,Dimensity 7300 Energy Processor,12.0,256.0,realme,Android
"realme 12 Pro 5G (Submarine Blue, 256 GB)",22999.0,33.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,12513.0,811.0,50MP + 8MP + 32MP | 16MP Front Camera,26999.0,Snapdragon 6 Gen 1 Processor,12.0,256.0,realme,Android
"realme P1 Pro 5G (Phoenix Red, 256 GB)",17999.0,55.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,6430.0,408.0,50MP + 8MP | 16MP Front Camera,66999.0,6 Gen 1 Processor,12.0,256.0,realme,Android
"realme GT 2 Pro (Steel Black, 256 GB)",29999.0,16.0,5000 mAh Lithium Ion Battery,17.02 cm (6.7 inch) Quad HD Display,2178.0,318.0,50MP + 50MP + 2MP | 32MP Front Camera,17999.0,Qualcomm Snapdragon 8 Gen 1 Mobile Platform Processor,12.0,256.0,realme,Android
"realme C67 5G (Dark Purple, 128 GB)",14999.0,15.0,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,1366.0,106.0,50MP + 2MP | 8MP Front Camera,12999.0,Dimensity 6100+ Processor,6.0,128.0,realme,Android
"realme C53 (Champion Gold, 64 GB)",10999.0,35.0,5000 mAh Battery,17.12 cm (6.74 inch) HD Display,134463.0,5950.0,108MP + 2MP | 8MP Front Camera,19999.0,T612 Processor,6.0,64.0,realme,Android
"SAMSUNG Galaxy A05 (Silver, 128 GB)",8067.0,46.0,5000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,457.0,21.0,50MP + 2MP | 8MP Front Camera,14999.0,Helio G85 Processor,6.0,128.0,Samsung,Android
"SAMSUNG Galaxy F05 (Twilight Blue, 64 GB)",6499.0,35.0,5000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,36030.0,2113.0,50MP + 2MP | 8MP Front Camera,9999.0,Helio G85 Processor,4.0,64.0,Samsung,Android
"SAMSUNG Galaxy A16 5G (Blue Black, 128 GB)",14363.0,28.0,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,466.0,26.0,50MP + 5MP + 2MP | 13MP Front Camera,19999.0,Dimensity 6300 Processor,6.0,128.0,Samsung,Android
